year,title,abstract
2018,"Homeplace Is also Workplace: Another Look at Lucy Foster in Andover, Massachusetts","Racialized captive labor in Massachusetts was carried into the 19th- and early 20th-century landscape. Data from the census on the occupations of people in households were limited until 1850. Women’s labor was invisible. Yet, it is known that the labor of women required a plurality of roles and functions. This is especially true for African American women, who, with limited opportunities for employment, often found themselves in the same working relationships they had in captivity. Lucy Foster, in Andover, Massachusetts, was one such individual. As a captive African and a free person of color, Miss Foster performed many undocumented duties in her lifetime. However, when her archaeological assemblage is analyzed in light of the plurality of labor duties required to maintain a household and the census data for people of color in Andover, the daily life of a single Black woman emerges. Lucy’s large ceramic collection might be indicative of a focal point in the African American community for religious and national holidays and Black commemoration celebrations."
2018,"Muffled, but not Mute","Narratives of Long Island’s past continue to efface the many Native American, African, and mixed-heritage workers from its plural past. Many of the homes and farms White families shared with their coerced, waged, and non-White workers remain rife with archaeological potential, yet archaeologists are reluctant to excavate them, presumably because of their ambiguity and lack of culturally distinct data. This article examines changing labor relations in order to repopulate these plural sites and give meaning to the many objects, practices, and spaces diverse people shared on a daily basis. An 18th- and 19th-century farmstead provides the context. Specifically, domestic architecture and activities are traced across the transition from slavery to wage labor to determine how new relations unfolded in daily practice. The results indicate that the system of wage labor preserved White authority over non-White workers and contributed to the masking of plural spaces as homogeneously White."
2018,Laboring under an Illusion: Aligning Method and Theory in the Archaeology of Plantation Slavery,"A rich body of thought—developed by archaeologists and others—points the way toward dynamic understandings of who humans are, yet archaeology struggles to be more than a handmaiden. Arguably, the problem is one of method rather than theory: what counts as data, how we archaeologists categorize things, and what our problems are. This paper examines labor relations in the early Virginia colony via locally made clay tobacco pipes. These artifacts, often treated as emblems of ethnic identity, are here used to understand a society in the process of transforming its pluralities into the categories that we take for granted."
2018,Corduroy-Road Archaeology in Cultural and Historical Context: A Case Study from the New York Frontier,"A construction crew uncovered a late 18th-century corduroy road during a habitat-improvement project for the New York Power Authority. The dendrochronological age and road alignment imply surveyors built the road in the rush to settle New York’s frontier. A comparison with other corduroy roads during the Section 106 compliance process uncovered very few well-documented examples. Historical accounts suggest that corduroy roads were a common landscape feature, but one that held sometimes contradictory meanings depending on the context. Subsequent research into corduroy-road archaeology identified patterns and shortcomings in the study of this technology, especially concerning the treatment of these sites in a cultural resource management (CRM) context. Some consideration of corduroy-road potential can be accomplished at the earliest stages of archaeological survey by identifying favorable environmental and historical factors. The research potential is considerable and contributes to a better model of past environments and cultural landscapes in a frontier setting."
2018,"Sucreries and Ziizbaakdokaanan: Racialization, Indigenous Creolization, and the Archaeology of Maple-Sugar Camps in Northern Michigan","Comparison of the remains on four northern Michigan archaeological sites with ethnohistorical accounts of maple sugaring confirms the function of these sites, occupied between the late 18th and late 19th centuries. All include charcoal deposits and artifacts associated with open-fire sap boiling in kettles, and three sites are notable for faunal remains dominated by fish and essentially without large mammals, wild or domestic. The sites’ archaeological characteristics contradict historical accounts that used racial terms, such as ""Indian,"" ""white,"" and ""half-breed,"" to differentiate sugar makers and racialize both their practices and products. Instead, archaeological and historical evidence of sugaring can be explained by a process called “indigenous creolization.” This concept facilitates the balanced recognition of Native American (mainly Anishinaabe) and European (mainly French Canadian) influences on maple sugaring without reproducing colonial classifications based on race or racialized ethnicity."
2018,"The Virtual Fort Ross Project: Architectural Reconstruction of Settlement Ross, Sonoma County, California","Historical archaeologists like to apply their findings based on a combination of their excavation results and documentary research to reconstruct, at least in their mind’s eye, or preferably in the form of a drawing, structures that once existed. Although in some cases there are the financial resources available to reconstruct these buildings, it is rare that more than a very few can actually be brought back to life. Thanks to the wonders of digital imagery, it is now possible to formulate a whole landscape permitting a visitor to enter into this reimagined scene. This is best achieved by a close collaboration of historical archaeology and documentary research."
2017,Historical Archaeology in Southeast Asia,"Historical archaeology in Southeast Asia can be divided into two periods: the classic era of the Hindu and Buddhist civilizations, which began approximately 2,000 years ago, and the postclassic era, which began around A.D. 1400 with the expansion of Islam and Theravada Buddhism, followed by the arrival of European colonists in the 16th century. The use of “historical archaeology” to refer to this 2,000-year-long period differs from the sense of the term used in Europe, South Africa, Australia, and North America, where historical archaeology is normally applied to the last 500 years. This essay describes the attitudes toward the transition from antiquity to the present from the perspective of archaeology in various parts of Southeast Asia. The main focus is on the perspective of local archaeologists, rather than those from outside the region."
2017,"“Should We Have Beethoven’s Moonlight Sonata ... or a Hot Dinner?” Resource Stress as an Alternative to the Abandonment of Peel Town, Swan River Colony, 1829–1830","Peel town, one of many coastal camps established with the 1829 British colonization of the Swan River in the southwest of Australia, collapsed after 11 months of hardship. It has been long considered that dislike of the camp’s leader, Thomas Peel, was the main reason for the abandonment of the camp. However, the analysis of charcoal from hearths, fireplaces, and ash pits associated with five dwellings from the camp suggests that, during their stay, colonists exhausted local wood as fuel, forcing them to use timber containers, furniture, and ships’ timbers as firewood. The results propose that colonists were under extreme resource stress, which contributed to the camp’s abandonment."
2017,The Archaeology of the Wood Pottery: Confounding the “Industrial” Transformation of Southern Stoneware Production after Edgefield,"The post–Civil War decades of the 19th and early 20th centuries are the period most commonly associated with the origins of industrialization in the southeastern United States. Recently, however, researchers working in Edgefield, South Carolina, have presented compelling archaeological evidence for the industrial production of stoneware, much of it made by enslaved laborers, as early as 1810. These findings require reconsideration of the widely shared historical narrative that portrays 19th-century stoneware potteries in Edgefield and across the region as small-scale family-owned craft enterprises, where industrialization did not occur until a decade or more after the Civil War as a response to competition from cheap Northern stoneware and metal and glass containers. Inspired by the new insights, this study traces stoneware production in the Edgefield area forward into the 20th century by examining the case of the Wood Pottery site in North Augusta, South Carolina. Based on archaeological and historical evidence, three significant changes to stoneware production methods are traced: (1) changes in firing technology; (2) a switch from alkaline glaze to Albany slip; and (3) morphological changes in the vessel assemblages marking the use of jigger arms and molds. Instead of a “vertical” historical trajectory that moves from a craft to an industrialized enterprise, we envision these changes as part of a “horizontal” shift in an already-industrialized enterprise, reflecting a reorganization of labor and technology aimed at coping with competition from alternative storage-vessel forms and the loss of an enslaved workforce."
2017,A Comparison of Ethnicity and Tuberculosis in the Historic Southeast,"The prevalence and occurrence of tuberculosis can be attributed to a number of intrinsic factors, including sex, age, and ethnicity, as well as extrinsic factors, such as socioeconomic standing, occupation, and nutrition. Evidence of a severe infection, recovered during the 2007 salvage excavation of Foster Cemetery in Lawrence County, Alabama, is presented. Recorded within an African American cemetery population, the tuberculosis case is placed into an historical and regional context through comparison with other 19th- and 20th-century African American and European American cemetery populations in the southeastern United States. Extrapulmonary skeletal tuberculosis frequencies within comparative populations are examined, and the relationship between ethnicity and tuberculosis is assessed. It can be determined that not only does this relationship exist, but it is also one of statistical significance, suggesting that, historically, African American populations had a higher occurrence of tuberculosis than European American populations."
2017,First Archaeological Evidence for Old World Crops in the Caribbean: The Presence of Barley on the Island of Barbuda,"As part of the Barbuda Historical Ecology Project, in 2010 and 2011 two historical sites on the island of Barbuda (Antigua and Barbuda) were sampled for archaeobotanical macroremains. Charred cereal grains found at the Castle (17th and 18th centuries) and Highland House sites (1720 to 19th century) were identified as hulled barley (Hordeum vulgare). These remains are the earliest archaeological evidence of European cereals in the Caribbean, and this raises questions about their origin. Strontium-isotope (87Sr/86Sr) analysis was performed on a seed from the Castle and produced a value of 0.7115, beyond the bioavailable strontium-isotope range expected from the West Indies, strongly suggesting importation of this cereal to the island. This analysis, combined with a discussion of imports and exports cited in historical documents, sheds new light on British foodways on Barbuda."
2017,Metric Properties of Sundials using 3-D Models from Digital Photography,"Three-dimensional (3-D) models of archaeological artifacts can be obtained using free or low-cost image-based modeling (IBM) systems. IBM systems generate a 3-D model by processing a set of overlapping digital photographs of an object or scene. Sundials are generally located in inaccessible places, and photography may be the only method to study them. The purpose of this paper is to explore the potential of the 3-D modeling of archaeological objects obtained by IBM systems and embedded in a 3-D interactive portable document format (PDF) file. The process is illustrated by two case studies: a Roman sundial and a historical vertical sundial. The 3-D interactive PDF file allows for measuring some elements in the 3-D model. These measurements can be obtained easily and provide metric information about the sundials without touching them."
2017,Drone Mapping and Photogrammetry at Brandon House 4,"As consumer-grade drones have become increasingly sophisticated and readily accessible, their potential for noninvasive archaeological site investigation has become evident. The Brandon House 4 case study evaluates the consistency of drone photogrammetric output with conventional site maps, whether geographic information systems (GIS) processing of that imagery improves analytic insight, and how such approaches can aid noninvasive site investigation. Field tests demonstrate the cost effectiveness of drone aerial photography, particularly when used with semiautonomous flight planning software. More significantly, when enhanced using GIS the scaled and georeferenced photogrammetric output aids interpretation of archaeological sites and features."
2017,The Mardi Gras Shipwreck Project: Overview of Methods and Tools,"The Mardi Gras Shipwreck Project was not intended to be a full recovery and documentation of an historical shipwreck 1220 m (4,000 ft.) below the surface, rather, it was a mitigation of impacts in order to comply with federal law. The principal goal was to reduce the surface visibility of the site while documenting the archaeological provenience of the artifacts and determining, as much as possible, the age, cultural affiliation, function, and historical significance of the site. This goal dictated the method of data recovery and the tools selected to meet the objective. In an extreme environment, where such a project had never been attempted before, methods and tools had to be adapted to meet the challenge. Some of the methods were successful and others were not. Ultimately, the project succeeded in its mission, and both successes and failures have informed subsequent archaeological recovery work in very deep water."
2017,"Mercantilism, Warfare, or Privateering? Providing the Historical Context for the Mardi Gras Shipwreck Site","The Gulf of Mexico played an important role in the power struggles between Europe and the United States for control of access to valuable resources in North and South America. Spain, France, Great Britain, and the burgeoning United States utilized this vast body of water to jockey for positions of power, especially for control of New Orleans. Throughout the 18th and 19th centuries these countries wrangled for control of the Gulf through treaty, trade, warfare, and privateering. Serving many different roles, ships engaged in transporting commodities, protecting places and resources, and antagonizing rivals. Between wars, commercial competition, and disasters at sea, many vessels were lost to the depths of the Gulf. One such vessel, the Mardi Gras Shipwreck, may have served in one or more of these roles during its career. By examining the historical record, archaeologists can reconstruct the sociocultural, political, and economic milieus to establish the historical context in which the shipwreck and its story reside."
2017,"Land, Ho! Maritime Navigation through the Early Nineteenth Century as Represented by the Mardi Gras Shipwreck","At the time the vessel referred to as the Mardi Gras Shipwreck sailed (estimated to be between 1808 and 1820), advances in the tools used for accurate navigation on the open ocean had transformed navigation from an art to a science. Access to materials, the formation of merchant guilds, and a demand for more-accurate navigation tools due to increases in vessel losses, which coincided with the increase of exploration and exploitation during the 17th and 18th centuries, all contributed to instrument improvements. The navigation equipment identified on the Mardi Gras Shipwreck provides a glimpse of the indispensable tools used to successfully navigate the open ocean in the early 19th century."
2017,Analysis of the Mardi Gras Shipwreck Ship’s Stove,"Recent discoveries in the deepwater Gulf of Mexico yielded tantalizing clues about the complex maritime history of the region. In particular, the Mardi Gras Shipwreck site, located in 1220 m (4,000 ft.) of water, contained an astonishing array of material culture. Of particular interest is a ship’s stove, one of only a handful identified in archaeological contexts. An assessment of the stove and its construction provided insight into the use of stoves at sea. Further, analysis of this appliance and comparison to similar stoves from archaeological contexts suggests that a veritable “cottage industry” may have existed throughout U.S. and international port communities and blacksmith shops. Historical research revealed the various functions that ships’ stoves performed in the early 19th century. In addition, this investigation serves as a platform for addressing larger research questions about foodways and human behavior exhibited on sailing vessels in the late 18th and early 19th centuries."
2017,The Glass and Ceramic Assemblage of the Mardi Gras Shipwreck,"The Mardi Gras Shipwreck, the remains of an approximately 16 m (52 ft.) long vessel that sank roughly 65 km (40 mi.) southeast of the Mississippi Delta during the early 19th century, yielded a substantial number of intact and nearly intact glass and ceramic artifacts. The majority of the glass and ceramic artifacts consists of bottles and creamware tableware, but other items, such as stoneware jugs and an inkwell, are also present. Analysis of the glass and ceramic artifacts helped to date the shipwreck and provided insights regarding consumer choice and shipboard life in the 19th-century Gulf of Mexico."
2017,Artillery and Arms from the Mardi Gras Shipwreck,"Limited excavation and video examination of the Mardi Gras Shipwreck revealed that the vessel carried at least one cannon and a collection of arms and munitions at the time of its loss. A large portion of the recovered arms assemblage was contained within a large composite concretion believed to represent part of the magazine. This unique artifact, in addition to other evidence from the site, suggests this assemblage was not cargo, but intended for ship’s use. Viewed within the complex arena of naval affairs in the Gulf of Mexico, which included formal naval vessels, informally outfitted vessels of emerging navies, privateers, pirates, and defensively armed merchantman, the interpretation of this collection is not absolute, but suggestive of privateering. Study of this collection, and the few similar shipwrecks in the Gulf of Mexico, is building a framework for understanding such sites within the context of Gulf history."
2017,The Conservation Research Laboratory and Conservation of Artifacts from the Mardi Gras Shipwreck Project,"Conservation of artifacts from underwater archaeological sites is vital, and the role of the Conservation Research Laboratory (CRL) is to ensure the artifacts’ long-term stabilization. Conservation serves several purposes, not the least of which is protecting the tangible remnants of a particular site. These artifacts aid in identification of the site, provide details of the activities of the people inhabiting the site, and also provide the archaeologist, and ultimately the public, with a connection between the past and the present."
2017,"Lights, Camera ... Shipwreck!?! Multimedia at Four Thousand Feet","On 20 May 2007, filmmakers from Nautilus Productions joined the Mardi Gras Shipwreck Project archaeological team from Texas A&M University (TAMU) and the Minerals Management Service (MMS) to document the Mardi Gras Shipwreck site. The technology-driven project required the Nautilus Productions crew to complete a few simple tasks: document everything from the time the project vessel left Port Fourchon, Louisiana, until the conservation of the artifacts was completed at TAMU, and then create an educational documentary and Web video about the effort for the Louisiana State Museum, the MMS, and TAMU. The film crew worked alongside the archaeological team, ship’s crew, and remotely operated vehicle pilots throughout 24 hr. shifts, recording the decisions, research design, and research as it happened. Nautilus Production’s mission was simple: document the project and allow the archaeology to speak for itself. It is the purpose of this article to show how electronic and digital media can assist in documenting an archaeological site, support project goals, and enhance public education during and after the project."
2017,Deep Thoughts: A Look at Public Access to Deepwater Sites through the Mardi Gras Shipwreck,"In late 2006, the Florida Public Archaeology Network (FPAN) was asked by the Minerals Management Service to direct the public outreach and education component of the Mardi Gras Shipwreck Project. Traditional public outreach efforts for archaeological sites in shallow water typically focus on getting diving and snorkeling visitors to the site. Interpretive materials for such sites often include waterproof site plans, submerged markers, and guidelines to direct visitors around the site as they explore and learn. Deepwater archaeological sites present unique challenges, namely, the interpretation of resources managed for the public that the public will never physically visit. This article discusses FPAN’s role in the Mardi Gras Shipwreck Project and the public education strategies developed to present the shipwreck and the extreme deepwater project to the public."
2017,Spaces of Entanglement: Labor and Construction Practice at Fort San Juan de Joara,"An analysis of architectural remains reveals changes in both construction practice and the organization of labor during the occupation of Fort San Juan de Joara, located at the Berry site in present-day North Carolina. This fort and its associated domestic area, referred to as the Spanish compound, were established in December 1566 by Captain Juan Pardo and constitute the earliest European settlement in the interior of what is now the United States. Excavations in Structures 1 and 5, built at different times in the compound’s 18-month occupation, recovered well-preserved remains of wooden construction elements, with some displaying evidence of cutting and preparation with metal tools. Focusing on wood selection and wood preparation, we show that construction labor through the early phase of the Spanish occupation was divided between settler and indigenous host communities; later, however, as relations between these groups deteriorated, so did indigenous participation in Spanish construction projects."
2017,"The Edges of Wood: Dendrochronological Analysis of Three Seneca Iroquois Log Structures at Letchworth State Park, New York","Letchworth State Park in Castile, New York, maintains the Caneadea Council House, the Nancy Jemison Cabin, and Thomas “Buffalo Tom” Jemison Cabin, all built in Seneca communities along the Genesee River valley in the early 19th century. Dendrochronological analysis of samples from these structures has provided a more precise construction date of ca. 1820 for the council house, significantly later than the 1759–1780 range derived from historical documents. However, the results support the historical construction dates of around 1800 for the Nancy Jemison Cabin and ca. 1818 for the Thomas Jemison Cabin. Applying K. Jordan’s (2008) intercultural/creolized type and Brown’s (2000) “Reservation Log House” type along with the lens of hybridity elucidates how the council house and cabins relate to Seneca decisions to incorporate principles of European-style log construction into their longhouse and other building forms in adaptation to their more confined territory and increased European American settlement and infrastructure building at that time."
2017,"Crib Girls and Clients in the Red-Light District of Ouray, Colorado: Class, Gender, and Dress","An examination of dress-related artifacts from the Vanoli block (5OR30), a sporting complex in Ouray, Colorado, indicates that the prostitutes, working in the cribs on the block, and their clients dressed in clothing that was thoroughly working class. This conclusion contrasts with previous research on brothel assemblages that has demonstrated that the madams and prostitutes who resided in such establishments purchased relatively expensive items of clothing and decor that were not consumed by their working-class neighbors. An examination of the sartorial choices made by the women and men on the Vanoli block, from the perspective of practice and performance theory, suggests that they were shaped by the specific conjunction of class and gender politics that characterized Western mining towns at the end of the 19th and beginning of the 20th centuries."
2017,"“Built on Christian Principles”: Archaeologies of St. Mary’s Hall, a New Jersey Female Seminary","The archaeology of academic institutions provides an opportunity to examine gender construction, women’s education, and identity creation. Documentary, landscape, institutional, and gender archaeologies were all employed in the examination of a 19th-century female seminary in Burlington City, Burlington County, New Jersey. Originally operating as a Quaker female seminary between 1829 and 1836, the school was later purchased by Bishop George Washington Doane in 1837 and reconstituted as an Episcopalian secondary school for teenage girls, known as St. Mary’s Hall. It continues to operate today, though as a coeducational institution known as Doane Academy. Archaeology at St. Mary’s Hall/Doane Academy sheds light on 19th-century academic curricula, institutional goals, female agency, and the ways students negotiated the discipline of boarding-school life as they strove to create their own identities and forge important friendships. Data examined include archived student letters, annual institution catalogs and registers, recovered school supplies, existing and former school buildings, and discarded personal items."
2017,The North Dakota Man Camp Project: The Archaeology of Home in the Bakken Oil Fields,"Over the past three years (2012–2015), the North Dakota Man Camp Project has documented the archaeology of home in over 50 contemporary, short-term, workforce-housing sites in the Bakken oil patch in western North Dakota. This article integrates recent scholarship in global urbanism, archaeology of the contemporary past, and domesticity to argue that the expansion of temporary-workforce housing in the Bakken reflects a global periphery that lacks infrastructure or capital to respond rapidly to the pressures of an increasingly fluid movement of global capital and labor. The position of the Bakken produced short-term housing strategies that embrace both traditions of American domesticity and global trends in informal urbanism. A series of practical acts of architectural intervention straddle the line between the ideals of fixity characteristic of the American suburb and the mobility of recreational vehicles. The archaeological and architectural analysis of the Bakken man camps documents new forms of informal housing and offers a glimpse of the city yet to come."
2017,Creating a User-Friendly Interactive Interpretive Resource with ESRI’s ArcGIS Story Map Program,"The introduction of new technologies to archaeology brings opportunities for making archaeological work more accessible to the public. The ESRI ArcGIS platform has facilitated this effort and offers exciting ways to do this, including the ESRI Story Map program. Part of the cloud-based ArcGIS Online platform, the Story Map application allows for the integration of narratives, images, and maps in a user-friendly format. A collaborative effort led by Montclair State University has applied this technology to Dr. Christopher Matthews’s work with Higher Ground Intercultural and Heritage Association in Setauket, New York, to counter the dominant historical narrative of the town that neglects the contributions and very existence of a strong and long-standing community of Native American and African American people. Many of the results of this project are presented in the case study discussed here: “A Counter-Map of Setauket, New York.” This article explains how this counter-map was created in the hope that other archaeologists may apply this technology to their own work."
2017,Where Tradition and Pragmatism Meet: African Diaspora Archaeology at the Crossroads,"The trope of “tradition” dominates archaeological studies of the African diaspora. Much of the information archaeologists have about traditions on the African continent or in the early diaspora comes from historical documents and from ethnography. Here, the author argues that pragmatism provides a model for analysis that allows archaeology a degree of independence from these allied datasets. Archaeologists, like other social scientists, confront the problem of the relative importance of social learning (i.e., tradition) vs. structure as forces shaping cultural expression in the African diaspora. An analytical strategy inspired by pragmatism is here applied to beads recovered from Tidewater Chesapeake slave quarters occupied in the 18th and early 19th centuries in order to demonstrate that tradition is only part of the story"
2017,Materialities of Homeplace,"In this article, I discuss a semiotic approach to thinking archaeologically about the processes of racialization in the African diaspora. Within this, I employ the concept of “homeplace” as an archaeological, ideological, and memorial site. I situate my archaeological narrative in persistence rather than resistance, highlighting how narratives of persistence allow for and empower social agency in the past not solely situated in or responsive to systems of oppression."
2017,Homesick Blues: Excavating Crooked Intimacies in Late Nineteenth- and Early Twentieth-Century Jook Joints,"This article traverses the bittersweet antagonisms of home and disorienting counter-privates inhabited by Black laborers during the decades following U.S. Reconstruction. I chart the inception of modern African American homes and the disorderly stages that queered homeliness. Drawing from snippets of oral history, blues lyrics, archival documents, and photographs, I excavate the material and spatial fabric of Black homes and their unruly counterparts—jook houses. This article facilitates a cross-disciplinary engagement with affect theory, queer theory, and ontological approaches to materiality in an attempt to understand how jook atmospheres generated disruptive intimacies. In doing so, this article examines how a coalescence of crooked bodies and homesick feelings threatened to throw the order of home into chaos. The assemblage of performers and materials that once resided in these rural spaces crafts a focal point for understanding the transformative possibilities of pleasure erupting in queer Black histories."
2017,"Cruise Ships, Community, and Collective Memory at Millars Plantation, Eleuthera, Bahamas","Tourism is a central part of contemporary Bahamian life. Yet, the complex relationship between Bahamian cultural identity and dependency on the tourism industry has also created an interesting space for resistance for many Bahamian communities. Incorporating Black feminist archaeological theory and a community-collaborative approach, this project has provided a plausible alternative interpretation of the larger effects of the remnants of the colonial past, the contemporary tourist economy, and the complicated relationship between developing cultural heritage sites in the region and the needs of local community members. The Millars Plantation, in the southern region of the island of Eleuthera, provided the research team an opportunity to explore, through oral history and small-scale memory mapping, a concentrated view of how the plantation landscape operated as a site of captivity, then a site of survival, and ultimately a space of ancestral connection between people, history, landscapes, and contemporary tourism."
2017,Locating Marginalized Historical Narratives at Kingsley Plantation,"I am interested in locating marginalized historical narratives at Kingsley Plantation, searching the landscape for what McKittrick (2006:133) calls “demonic grounds,” the grounds that locate “the complex position and potentiality of black women’s sense of place” and are understood not as erased, but disavowed. Complexity is disavowed at Kingsley Plantation, and in its place is the implementation of truncated historical narratives reaching for unobtainable cohesion. Historical narratives are left in their bounded spaces, with Ann Kingsley, the Black plantation mistress, being spoken of mainly in a domestic setting. Zephaniah Kingsley, the planter/enslaver, maintains his omnipotent positionality, being discussed everywhere, while the enslaved are referenced in domestic and labor spaces. What I argue is that, for the sake of cohesion, plantation sites present historical narratives of the enslaved, the plantation mistress, and the planter/enslaver in spaces that do not offer complexity and do not challenge plantation spatial dynamics, but instead orient visitors to the White male planter’s perspective of the past."
2017,Imagining Conformity: Consumption and Homogeneity in the Postwar African American Suburbs,"In the wake of World War II many urbanites left cities for a suburban life that has been persistently derided for its apparent social, material, and class homogeneity. This paper examines the African American experience of post–World War II suburbanization and the attractions of suburban life for African America. The paper examines two suburban projects in Indianapolis, Indiana, one a “sweat equity” housing community and the other a subdivision, both of which placed consumption at the heart of postwar citizenship. Rather than frame such consumption simply in terms of resistance to anti-Black racism, the two suburban experiences illuminate the African American imagination of visual and material “sameness” and demonstrate the challenges of archaeological studies of ethnicity and stylistic distinction."
2017,Race and Agency in the Williamsburg Area’s Free African American Population from 1723 to 1830,"In 1723, Virginia’s slave code created a racial order that placed free African Americans, along with Native Americans, in the “other free” category. As freeborn individuals they were entitled to rights not afforded to enslaved individuals; yet, as “other free,” they were subject to restrictions not placed on European Americans. As a reaction to these restrictions, free African Americans drew on relationships and circumstances to create means for resisting their oppression. Virginia’s 1782 manumission laws opened freedom to those who were not born into it. As an unintended result, enslavers were confronted with an increasingly visible free African American population, which they believed threatened the institution of slavery. Additional laws and emerging public opinion significantly altered the ways in which free African Americans were racialized. In response to these changes, free African Americans formed new relationships and creatively used space and landscape to challenge their place in society."
2017,"Access Denied: African Americans and Access to End-of-Life Care in Nineteenth-Century Washington, D.C.","In 1959, construction workers uncovered skeletal remains associated with two 19th-century African American and Quaker cemeteries in Washington, D.C. Thirty years later, biological anthropologists at the Smithsonian Institution analyzed a small sample of the remains and concluded that “the overall health pattern of this group [from the Mt. Pleasant Plains Cemetery] was one of good health in comparison to other blacks and many whites of the time” (Mann and Krakker 1989:21). However, recognizing the limitation of small sample size for bioarchaeological study (MNI=14), researchers were unable to make general inferences about African American mortality and morbidity in the District of Columbia. Building upon this earlier bioarchaeological analysis, this study uses demographic data from the death records of 7,237 individuals interred at the Mt. Pleasant Plains Cemetery between 1874 and 1890 to infer variability in access to healthcare amongst African Americans in the late 19th century. The results demonstrate that, for African American women, access to end-of-life care (EoLC) in hospitals was in part contingent upon employment. Thus, young African American women less than 16 years of age represent one of the most vulnerable populations in 19th-century Washington, D.C., as they lacked general access to EoLC in hospitals. In addition to exploring this gendered component to healthcare, this study also demonstrates the diverse health experiences of African Americans and argues that archaeologists can adhere to ethical principles that discourage archaeological excavations while still addressing important research questions."
2017,"Writ on the Landscape: Racialization, Whiteness, and River Street","Prior to the civil rights movement, most cities in the United States had at least one racially segregated neighborhood—a place where the Others lived. This was typically a geographic location designated by the White community as the area in which non-Whites could reside. In Boise, Idaho, African Americans and other non-Whites lived in the River Street neighborhood, a multiethnic and multiracial enclave that provided shelter from discrimination. While African Americans comprised only a portion of the neighborhood’s population, it was stigmatized as a Black neighborhood and was segregated from the rest of the town. Oral-history interviews and archival research conducted as part of the River Street Digital History Project revealed the way the neighborhood was remembered by both Black and White residents. As a segregated place on the landscape, the River Street neighborhood provides an opportunity to examine the role structural racial hierarchies played in the creation of Whiteness for Boise’s European American community."
2016,Toward a South Asian Historical Archaeology,"This article briefly reviews historical archaeologies of South Asia. In 1996 Charles Orser argued that historical archaeology needs to consider its own definition more broadly and internationalize its scope (Orser 1996). Such an approach would define the contours of the modern world more concretely. This program of research has been widely adopted, yet it has been hampered, to a certain extent, by its hemispheric focus on the Atlantic World. South Asia, as a key constituent of the Indian Ocean, troubles this approach to historical archaeology and demands consideration of other circulations, epicenters, and agendas in the development of the modern world. This article considers that trade, landscapes, and material culture all point to a modern world in which the Atlantic World is not the only epicenter."
2016,Historical Archaeology and Heritage in the Middle East: A Preliminary Overview,"While not a traditional focus of archaeological research in the region, historical archaeology has a growing presence in the Middle East. Themes explored by colleagues interested in the post-1500 archaeological record include both topics of globalization and colonialism relevant to historical archaeology around the world and topics specific to local cultural and historical postmedieval developments—and sometimes both simultaneously. Such has been the growth in relevant studies in the past two decades that a preliminary overview of historical archaeology from Anatolia to Oman and Cairo to Khorasan can now be offered."
2016,"The Production of Affluence in Central New York: The Archaeology and History of Geneva’s White Springs Manor, 1806–1951","The multicomponent White Springs site (NYSM 1952; RMSC Plp-018) in Geneva, New York, contributes to the archaeological study of historical farm sites and presents an opportunity for the diachronic study of elite maneuvering to maintain affluence. Though a neoclassical-style mansion presently sits on the property as a visible symbol of solidity and stability, documentary and archaeological evidence reveals a varied history with considerable ties to local and regional trends and economies. Over the course of the 19th and 20th centuries, the manor and associated property played differing roles in the economic and social strategies of a string of wealthy owners. Historical records reveal changing practices, from piedmont-style plantation agriculture to orcharding and dairying, as well as varied land-use practices with materially unique manifestations in the archaeological record. Through archaeological excavations, documentary research, surface survey, and archaeogeophysical investigations, this paper takes a multiscalar approach to revealing the diverse adaptive strategies elites used throughout White Springs Manor’s history, encompassing the multi-sited endeavors owners used to generate wealth both at and beyond the manor. These processes are attested to by datable landscape modifications and the changing use of the property over time."
2016,Texas Mission Ceramics: Origins of Manufacture and Distribution during the Eighteenth Century,"Nearly 800 ceramic sherds from 10 Spanish colonial sites in Texas were analyzed using instrumental neutron activation analysis (INAA) as a tool for understanding the local-resource production and distribution of Native American pottery, lead-glazed coarse earthenwares, and tin-glazed wares (majolica). The chemical characteristics of their pastes were compared to identify similarities that might indicate sources of manufacture. Data were also compared to other INAA studies. Combined with accounts of known supply stations and supply routes into Texas, the authors were able to identify three manufacturing locales for Native American pottery and five for lead-glazed wares. Evidence of a period of transition between Native American technologies and European technologies was also inferred."
2016,"The United States–Mexican War Soldiers of Greenwood Island, Mississippi: An Historical, Archaeological, and Bioarchaeological Analysis","The analysis of the remains of six soldiers recovered on the Mississippi Sound represents one of the few bioarchaeological studies of soldiers from the USA-Mexican War (1846–1848), a time of Manifest Destiny coupled with extensive immigration. The soldiers at Camp Jefferson Davis do not represent those who fell during fighting, but, most likely, those who died from dysentery, which was rampant during the war. Overall, results of analysis closely mirrored expectations based on historical records. All were young adult males of European ancestry. They were of average stature and exhibited typical rates of nutritional deficiencies and childhood-growth disruptions for the time. The soldiers showed evidence of robust physical activity, but trauma was relatively rare, with only one possible battlefield injury seen. When the findings are situated in historical context, they provide unique insight into health conditions of both the military and civilian components of American society during the mid-19th century."
